2025-12-12 20:52:41.203 [main] INFO  com.itheima.TilasWebManagementApplication-Starting TilasWebManagementApplication using Java 23.0.1 with PID 18012 (C:\Users\16048\Documents\JAVA\web-ai-code\web-ai-project02\tilas-web-management\target\classes started by 16048 in C:\Users\16048\Documents\JAVA\web-ai-code\web-ai-project02\tilas-web-management)
2025-12-12 20:56:43.887 [http-nio-8080-exec-4] INFO  com.itheima.controller.EmpController-分页查询:EmpQueryParam(page=4, pageSize=10, name=, gender=null, begin=null, end=null)
2025-12-12 20:56:45.086 [http-nio-8080-exec-8] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:45.086 [http-nio-8080-exec-8] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:45.087 [http-nio-8080-exec-8] INFO  com.itheima.controller.EmpController-分页查询:EmpQueryParam(page=1, pageSize=10, name=, gender=null, begin=null, end=null)
2025-12-12 20:56:46.421 [http-nio-8080-exec-5] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:46.421 [http-nio-8080-exec-5] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:46.423 [http-nio-8080-exec-5] INFO  com.itheima.controller.DeptController-查询全部的部门数据
2025-12-12 20:56:47.341 [http-nio-8080-exec-10] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:47.341 [http-nio-8080-exec-6] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:47.341 [http-nio-8080-exec-10] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:47.341 [http-nio-8080-exec-6] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:47.342 [http-nio-8080-exec-10] INFO  com.itheima.controller.DeptController-查询全部的部门数据
2025-12-12 20:56:47.342 [http-nio-8080-exec-6] INFO  com.itheima.controller.EmpController-分页查询:EmpQueryParam(page=1, pageSize=10, name=, gender=null, begin=null, end=null)
2025-12-12 20:56:47.788 [http-nio-8080-exec-9] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:47.788 [http-nio-8080-exec-9] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:47.789 [http-nio-8080-exec-9] INFO  com.itheima.controller.DeptController-查询全部的部门数据
2025-12-12 20:56:48.165 [http-nio-8080-exec-7] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:48.165 [http-nio-8080-exec-7] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:48.166 [http-nio-8080-exec-2] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:48.166 [http-nio-8080-exec-2] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:48.166 [http-nio-8080-exec-2] INFO  com.itheima.controller.DeptController-查询全部的部门数据
2025-12-12 20:56:48.166 [http-nio-8080-exec-7] INFO  com.itheima.controller.EmpController-分页查询:EmpQueryParam(page=1, pageSize=10, name=, gender=null, begin=null, end=null)
2025-12-12 20:56:48.455 [http-nio-8080-exec-3] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:48.456 [http-nio-8080-exec-3] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:48.456 [http-nio-8080-exec-3] INFO  com.itheima.controller.DeptController-查询全部的部门数据
2025-12-12 20:56:48.965 [http-nio-8080-exec-1] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:48.965 [http-nio-8080-exec-4] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:48.965 [http-nio-8080-exec-1] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:48.965 [http-nio-8080-exec-4] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:48.965 [http-nio-8080-exec-4] INFO  com.itheima.controller.DeptController-查询全部的部门数据
2025-12-12 20:56:48.966 [http-nio-8080-exec-1] INFO  com.itheima.controller.EmpController-分页查询:EmpQueryParam(page=1, pageSize=10, name=, gender=null, begin=null, end=null)
2025-12-12 20:56:49.340 [http-nio-8080-exec-8] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:49.340 [http-nio-8080-exec-8] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:49.340 [http-nio-8080-exec-8] INFO  com.itheima.controller.DeptController-查询全部的部门数据
2025-12-12 20:56:49.661 [http-nio-8080-exec-10] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:49.661 [http-nio-8080-exec-5] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:49.661 [http-nio-8080-exec-10] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:49.661 [http-nio-8080-exec-5] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:49.661 [http-nio-8080-exec-10] INFO  com.itheima.controller.DeptController-查询全部的部门数据
2025-12-12 20:56:49.662 [http-nio-8080-exec-5] INFO  com.itheima.controller.EmpController-分页查询:EmpQueryParam(page=1, pageSize=10, name=, gender=null, begin=null, end=null)
2025-12-12 20:56:49.972 [http-nio-8080-exec-6] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:49.972 [http-nio-8080-exec-6] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:49.972 [http-nio-8080-exec-6] INFO  com.itheima.controller.DeptController-查询全部的部门数据
2025-12-12 20:56:50.542 [http-nio-8080-exec-2] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:50.542 [http-nio-8080-exec-2] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:50.542 [http-nio-8080-exec-9] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:50.542 [http-nio-8080-exec-9] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:50.543 [http-nio-8080-exec-2] INFO  com.itheima.controller.DeptController-查询全部的部门数据
2025-12-12 20:56:50.543 [http-nio-8080-exec-9] INFO  com.itheima.controller.EmpController-分页查询:EmpQueryParam(page=1, pageSize=10, name=, gender=null, begin=null, end=null)
2025-12-12 20:56:51.571 [http-nio-8080-exec-7] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:51.571 [http-nio-8080-exec-7] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:51.573 [http-nio-8080-exec-7] INFO  com.itheima.controller.CountController-统计员工职位数据
2025-12-12 20:56:51.589 [http-nio-8080-exec-3] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:51.590 [http-nio-8080-exec-3] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:51.590 [http-nio-8080-exec-3] INFO  com.itheima.controller.CountController-统计员工姓别数据
2025-12-12 20:56:55.802 [http-nio-8080-exec-4] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:55.802 [http-nio-8080-exec-1] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:55.802 [http-nio-8080-exec-4] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:55.802 [http-nio-8080-exec-1] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:55.803 [http-nio-8080-exec-4] INFO  com.itheima.controller.CountController-统计班级人数历数据
2025-12-12 20:56:55.803 [http-nio-8080-exec-1] INFO  com.itheima.controller.CountController-统计学生学历数据
2025-12-12 20:57:01.366 [http-nio-8080-exec-8] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:57:01.366 [http-nio-8080-exec-10] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:57:01.366 [http-nio-8080-exec-10] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:57:01.366 [http-nio-8080-exec-8] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:57:01.366 [http-nio-8080-exec-10] INFO  com.itheima.controller.EmpController-查询所有员工数据
2025-12-12 20:57:01.367 [http-nio-8080-exec-8] INFO  com.itheima.controller.ClazzController-分页查询:ClazzQueryParam(page=1, pageSize=10, name=, begin=null, end=null)
2025-12-12 20:57:01.763 [http-nio-8080-exec-5] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:57:01.763 [http-nio-8080-exec-6] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:57:01.763 [http-nio-8080-exec-5] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:57:01.763 [http-nio-8080-exec-6] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:57:01.763 [http-nio-8080-exec-6] INFO  com.itheima.controller.ClazzController-查询所有班级
2025-12-12 20:57:01.764 [http-nio-8080-exec-5] INFO  com.itheima.controller.StudentController-分页查询:StudentQueryParam(page=1, pageSize=10, name=, degree=null, clazzId=null)
2025-12-12 20:57:03.379 [http-nio-8080-exec-2] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:57:03.379 [http-nio-8080-exec-2] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:57:03.379 [http-nio-8080-exec-2] INFO  com.itheima.controller.DeptController-查询全部的部门数据
2025-12-12 20:57:04.748 [http-nio-8080-exec-9] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:57:04.748 [http-nio-8080-exec-7] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:57:04.748 [http-nio-8080-exec-9] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:57:04.748 [http-nio-8080-exec-7] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:57:04.749 [http-nio-8080-exec-7] INFO  com.itheima.controller.DeptController-查询全部的部门数据
2025-12-12 20:57:04.750 [http-nio-8080-exec-9] INFO  com.itheima.controller.EmpController-分页查询:EmpQueryParam(page=1, pageSize=10, name=, gender=null, begin=null, end=null)
2025-12-12 20:57:05.343 [http-nio-8080-exec-3] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:57:05.343 [http-nio-8080-exec-4] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:57:05.343 [http-nio-8080-exec-4] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:57:05.343 [http-nio-8080-exec-3] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:57:05.343 [http-nio-8080-exec-4] INFO  com.itheima.controller.ClazzController-查询所有班级
2025-12-12 20:57:05.345 [http-nio-8080-exec-3] INFO  com.itheima.controller.StudentController-分页查询:StudentQueryParam(page=1, pageSize=10, name=, degree=null, clazzId=null)
2025-12-12 20:57:05.663 [http-nio-8080-exec-10] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:57:05.663 [http-nio-8080-exec-1] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:57:05.663 [http-nio-8080-exec-10] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:57:05.663 [http-nio-8080-exec-1] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:57:05.663 [http-nio-8080-exec-1] INFO  com.itheima.controller.EmpController-查询所有员工数据
2025-12-12 20:57:05.664 [http-nio-8080-exec-10] INFO  com.itheima.controller.ClazzController-分页查询:ClazzQueryParam(page=1, pageSize=10, name=, begin=null, end=null)
2025-12-12 20:57:06.664 [http-nio-8080-exec-8] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:57:06.664 [http-nio-8080-exec-8] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:57:06.670 [http-nio-8080-exec-8] ERROR com.itheima.exception.GlobalExceptionHandler-服务器发生异常:No static resource log/page.
2025-12-12 20:57:07.274 [http-nio-8080-exec-6] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:57:07.276 [http-nio-8080-exec-6] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:57:07.278 [http-nio-8080-exec-6] INFO  com.itheima.controller.CountController-统计班级人数历数据
2025-12-12 20:57:07.279 [http-nio-8080-exec-5] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:57:07.279 [http-nio-8080-exec-5] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:57:07.279 [http-nio-8080-exec-5] INFO  com.itheima.controller.CountController-统计学生学历数据
2025-12-12 20:57:08.769 [http-nio-8080-exec-2] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:57:08.769 [http-nio-8080-exec-7] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:57:08.769 [http-nio-8080-exec-2] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:57:08.769 [http-nio-8080-exec-7] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:57:08.770 [http-nio-8080-exec-2] INFO  com.itheima.controller.CountController-统计员工职位数据
2025-12-12 20:57:08.770 [http-nio-8080-exec-7] INFO  com.itheima.controller.CountController-统计员工姓别数据
2025-12-12 20:57:09.778 [http-nio-8080-exec-9] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:57:09.778 [http-nio-8080-exec-9] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:57:09.778 [http-nio-8080-exec-4] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:57:09.779 [http-nio-8080-exec-4] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:57:09.779 [http-nio-8080-exec-4] INFO  com.itheima.controller.CountController-统计学生学历数据
2025-12-12 20:57:09.779 [http-nio-8080-exec-9] INFO  com.itheima.controller.CountController-统计班级人数历数据
2025-12-12 20:57:12.315 [http-nio-8080-exec-3] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:57:12.315 [http-nio-8080-exec-3] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:57:12.315 [http-nio-8080-exec-3] INFO  com.itheima.controller.CountController-统计员工职位数据
2025-12-12 20:57:12.331 [http-nio-8080-exec-1] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:57:12.331 [http-nio-8080-exec-1] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:57:12.332 [http-nio-8080-exec-1] INFO  com.itheima.controller.CountController-统计员工姓别数据
2025-12-12 20:57:13.360 [http-nio-8080-exec-10] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:57:13.360 [http-nio-8080-exec-10] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:57:13.360 [http-nio-8080-exec-10] INFO  com.itheima.controller.CountController-统计班级人数历数据
2025-12-12 20:57:13.362 [http-nio-8080-exec-8] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:57:13.362 [http-nio-8080-exec-8] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:57:13.362 [http-nio-8080-exec-8] INFO  com.itheima.controller.CountController-统计学生学历数据
2025-12-12 20:57:13.824 [http-nio-8080-exec-6] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:57:13.824 [http-nio-8080-exec-6] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:57:13.824 [http-nio-8080-exec-6] INFO  com.itheima.controller.CountController-统计员工职位数据
2025-12-12 20:57:13.837 [http-nio-8080-exec-5] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:57:13.837 [http-nio-8080-exec-5] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:57:13.837 [http-nio-8080-exec-5] INFO  com.itheima.controller.CountController-统计员工姓别数据
2025-12-12 20:57:15.114 [http-nio-8080-exec-7] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:57:15.114 [http-nio-8080-exec-2] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:57:15.115 [http-nio-8080-exec-2] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:57:15.115 [http-nio-8080-exec-7] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:57:15.115 [http-nio-8080-exec-2] INFO  com.itheima.controller.EmpController-查询所有员工数据
2025-12-12 20:57:15.115 [http-nio-8080-exec-7] INFO  com.itheima.controller.ClazzController-分页查询:ClazzQueryParam(page=1, pageSize=10, name=, begin=null, end=null)
2025-12-12 20:57:15.615 [http-nio-8080-exec-4] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:57:15.615 [http-nio-8080-exec-9] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:57:15.616 [http-nio-8080-exec-4] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:57:15.616 [http-nio-8080-exec-9] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:57:15.616 [http-nio-8080-exec-4] INFO  com.itheima.controller.ClazzController-查询所有班级
2025-12-12 20:57:15.617 [http-nio-8080-exec-9] INFO  com.itheima.controller.StudentController-分页查询:StudentQueryParam(page=1, pageSize=10, name=, degree=null, clazzId=null)
2025-12-12 21:00:21.050 [SpringApplicationShutdownHook] INFO  o.s.boot.web.embedded.tomcat.GracefulShutdown-Commencing graceful shutdown. Waiting for active requests to complete
2025-12-12 21:00:21.101 [tomcat-shutdown] INFO  o.s.boot.web.embedded.tomcat.GracefulShutdown-Graceful shutdown complete
2025-12-12 21:00:21.106 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource-HikariPool-1 - Shutdown initiated...
2025-12-12 21:00:21.129 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource-HikariPool-1 - Shutdown completed.
